id;distances_Q1;distances_Q2;distances_Q3;distances_Q4
1019002; 37039,8432; 8391,1886;    0,0000; 59683,08733
1038003;   458,3612; 7163,5232;24626,5114; 11605,11120
1012004; 71474,7422;    0,0000;23681,3170; 63746,20587
1026001;  9978,4188;17017,7156;13501,4671; 45814,75175
1043003; 31235,1151;12874,6918;    0,0000; 12171,70053
1039003; 72820,5163;    0,0000;26525,2815; 36083,84197
1018007; 56951,6261;14280,9346;    0,0000;  9786,62302
1058005; 74894,2834;35795,4321;34209,9781; 13307,66667
1058009; 56993,1794;30327,4824;66743,9536; 12155,27565
1069002; 25090,9724;    0,0000;23597,7321;  7718,89272
1079002; 63995,1090;42240,7162;24136,3916; 13357,17133
1023004; 13086,9508;45291,8445;75362,1214; 40578,11359
1023006; 39986,1953;53664,1323;45072,5519; 45757,40066
1003003; 25805,5657;24802,6674;49474,8000;  1629,36480
1045004; 56884,2315;    0,0000;19806,1478; 36287,95982
1089003; 78435,2997;    0,0000;10666,6448;  8912,34715
1089005; 91147,9844; 5873,4887;41643,7174; 19943,99205
1056003; 53938,6403; 2003,3496;15387,1779; 43787,87457
1056007; 25320,5449;26077,0137;20029,0429; 24002,76636
1070005;     0,0000; 8919,3987;24689,2554; 50857,12770
1052002; 59576,7222;18175,9535;19193,7554; 45743,57296
1054007;  4494,9732;18974,3754;32721,4974; 31483,98041
1022006; 48833,7675;19668,0287;15986,7486; 52805,03019
1028001; 42444,3360;18671,1603;25255,0300;     0,00000
1055003; 98839,7315; 8839,5127;10108,3714;  9122,54203
1061002;135082,5578;    0,0000; 4512,9839; 17162,84815
1077005;     0,0000;15508,7961;11930,7391; 31702,96567
1002006; 26292,9188;31589,6542;11391,3740; 25425,70435
1062008;  9682,7300;14292,3181;42261,2928; 11708,91100
1080004; 59760,9999;13801,0179;26676,0179; 13788,20361
1002002; 70472,2390; 8823,4272; 9072,6681; 47685,27360
1076002; 52401,3754;    0,0000;14447,7567; 13219,58475
1076004; 46999,1380; 8804,6609;27912,2545; 11971,35785
1062003;  2291,3430;    0,0000;21989,1976; 10550,31519
1057003; 38500,0594; 6083,1171;25184,9965; 12073,73383
1014003;154924,5599;  572,6866;    0,0000; 11116,11552
1014005;105804,8728;    0,0000;20467,6886;  4038,29350
1055008; 44051,7863;12795,8743;    0,0000; 18850,41865
1078006; 16249,7114;13646,3171;11944,7482;  8279,96579
1060004; 35455,3407;10100,7920;44435,6058; 12413,64356
1037004; 29137,9002;11530,4783;10977,8485; 16615,07102
1018001; 41402,2632;16012,9866;12852,6906; 19425,05504
1018002; 65332,2985;17053,7530;14064,3364;     0,00000
1025002; 42405,8605;22365,5723;21295,5482;     0,00000
1049004; 69728,1225;    0,0000;42157,0846; 24568,27545
1056005;  3755,9228;45870,4818;28327,2308; 17867,37674
1089002;140927,3645;    0,0000;44929,8976; 24580,38655
1063003; 76796,6322;    0,0000;50516,0959;  9314,25166
1064002; 21417,0373;    0,0000;15758,3459; 32042,48464
1064003;  9819,5043;11805,0682;    0,0000; 77483,10831
1065001;     0,0000; 7086,6344;12514,7713;104667,50546
1064006; 23001,3261;    0,0000; 5856,9613; 55782,45354
1017002;     0,0000;    0,0000;22394,7474;  2674,46275
1017001; 24487,9791;32760,6093;13769,8886;     0,00000
1013004; 29279,4945;    0,0000; 1610,1059;     0,00000
1021001;129864,2988;16928,7314;12739,6327; 18349,80007
1084001;     0,0000;    0,0000;    0,0000;    55,57132
1057001; 23979,2087; 7820,0860;26799,3381; 47901,10037
1033003; 65279,8758;38600,8396;11619,7080; 16266,43168
1033002; 49133,6532;58600,8292; 9257,1480;     0,00000
1085001; 27224,3989;19920,4544;34693,6596; 36414,05862
1083005;     0,0000;    0,0000;    0,0000; 10124,10737
1083006;     0,0000;    0,0000;    0,0000;  6152,52721
1029005; 82165,6850;    0,0000;15855,3624; 13243,95367
1064001; 47383,8889; 8083,0539;33110,4831; 27477,92711
1029006; 65341,2461;18304,9360;    0,0000; 36876,77398
1022007; 83647,4880; 3835,3251;17945,4272; 62305,34995
1035008;116210,1195;22490,8372; 9681,9601;     0,00000
1083009;  4226,3801;    0,0000; 6140,8289;     0,00000
1026006;   238,1113; 1743,6995;    0,0000; 30214,36182
1056009; 24134,5785;17579,0759;    0,0000; 29502,62647
1065004;  4267,4979; 5904,1645;    0,0000; 87748,59156
1086005; 44052,6893;    0,0000;20289,1440; 19147,14122
